label,ulasan
5,Shipping was very fast. Product as advertised and good quality. 
5,Item came perfect. Will definitely buy again.the sizing is good. Very satisfied.
5,Super comfortable but will wear it as a nightwear rather than a sports bra. The cup wasnt that troublesome as compared to other feedbacks
5,Love it!! I have gone back for repurchase! Helps to support C cup! 
5,Very good quality for the price paid. Quite stretchable for a sports bra. The padding that comes with it is comfortable too. 
5,Quality is good and delivery is fast thank u saler
5,Received in good condition. Nice soft material too 
5,Delivery was fast. 2nd purchase. 
5,Received product. All in order. 
5,👍 gd material
2,Not to my liking.
5,Makes riding more comfortable after wearing. Highly recommended 
5,Received. Not yet used but should be fine.
5,Thick padded material & true sizing as stated. My second purchase. Thanks seller!
5,Thick padded material & true sizing as stated. Thanks seller!
5,Items received as advertised and well packed. Fast and prompt delivery.
5,"Fast delivery from seller, have yet to try it on. But the padding is thick enough. Hopefully can last long. Thank you. "
5,Good quality and fast delivery. Thanks will order again
5,"Very good n prompt service
Thank you n will shop with you again
"
5,Item received! Good condition! Will definitely buy more :) thank you! Good buy! 
5,Product was well Packed and came in good condition also delivery was fast. Highly Recommended!
5,"Great quality for the price, sturdy. Thankyou both seller and ninjavan 🤗"
5,Very good product and fast delivery! 
5,"Received very quickly, ordered Thursday night right before Good Friday public holiday, received on Monday immediately after Easter weekend. Well packaged and seems sturdy and well made! Thank you!"
5,"Got the grid + spike version, came in good condition and correct colour with fast delivery! Thank you!!"
5,Good and solid foam roller. 
5,Looks good for the price
5,"My second purchased.
Comfortable .good for long ride"
5,Recieved in good packaging and item quality is good by visual judgement.  The seller picture of this item is exactly alike to what i recieved.  Not bad to recommend to MTB bikers ethusiast...👍
5,very gd
5,Ordered according to size guide and it fits exactly. Quality is good. Delivered ahead of schedule. 
4,Take quite a while to deliver. Product not too bad.
5,Slightly loose. Follow according to the chart. Suggest 1 size smaller because it is expandable. Happy riding. 
5,Comfortable cycling shorts. This is a repeat purchase. 
5,Size is what i expected. The padding is more like thick foam than gel. But it is proper. Tried it on the bike and it provides the required bumper between your sitting bone and the saddle. Delivery is quite fast. Happy with the purchase! 
5,Item as described.
5,thank you for the deal. item is good product. fast delivery. 
5,Received item in order. Item is as mentioned and will recommend others to buy as it is value for money. 
5,"Bought 2 colors, colors are true to picture. Cup sizes are a little big (I’m pretty petite) but for the price I can’t really complain. Material is good too! "
5,"comfy material, stretchable, but padding abit dented :( "
5,Good paddings but only can use for light yoga classes. Not sure if can use for hiit classes though. Fast delivery at mail box
5,Delivery is fast. Material is good. Stripe is adjustable but cannot be remove. 
5,REALLY REALLY love this bra. The fitting is so good and it gives the body a nice shape
2,Fabric is smooth but the colour is very dull. The bra pads were also folded and there were dents. Not aesthetically pretty too. Does not look like photo in store.
5,Friends love it and fast delivery too! Quality good👍
5,Fix well. Good quality for the price 
5,Very nice. 
5,"The top fits well, but is probably more suitable for light workouts at home cos the paddings don't really fit as well.
but its very comfy. it really gives the pushup effect. "
2,"The bra padding is all bumpy, very obvious. Doesn't create push up bra effect either. "
5,Well received.  Good material.  Slightly bigger than expected. 
5,No pain while riding. Just abit tight in the groin 
5,Size abit small so must upsize
5,Efficient and fast delivery. 👍
5,Item received thanks 
4,Good quality 
5,Gud
5,Item well received. Yet to try but its really soft. Colours are true to picture. Love the green piece especially. 
5,Good material. Goods well received.
5,the material is comfortable and soft! delivery is also quite fast.
5,4th time ordered...
5,received yesterday.the material is good and soft.expandable.love it.thank you😊...
4,Not bad product
4,"The material is soft and comfortable. Nice to wear, it fits just well. However the push up not so good compare to real bra. Overall, satisfied. "
5,Love it!!! Will buy again 
5,Got it! Thanks!
5,Products come in good condition. Thank you so much........
5,Really worth and very good 
5,super fast delivery. shipment came unexpectedly earlier today within a week. good service
4,"good quality,sizing and delivery !  Have yet to test it out on bike but foam density seems good and sizing is good. For this price point i wouldn't need anything more. "
5,Very comfy and supportive!
5,Fit well. Good quality 👌
5,"The gel padding are thick and firm unlike other brand, comfortable to wear. Will buy again! Thank you!! "
5,Great fit. Comfortable. Haven't wash it yet. Hope it doesn't shrink.
5,"Received with good condition, good quality and fast delivery "
5,Love it😍
3,Not what I expected
1,Received wrong size and colour. 
5,"Recieved in good condition! 
Fast delivery! High recommend "
5,Second purchase of a different colour. Not sure if wrong size was provided but this feels smaller than the previous one. Still wearable though so no complains. Overall comfy and good!
5,Nice one. Value the money that you pay. Will surely order again. Thank you seller.
5,"has thick padding, and material is very soft and feels good!"
5,Good quality 
5,"Purchased on 05 Jun. Delivered on 11 Jun. Item as described. Waist 31"" Size M has a better fit. Comfortable. Items are nicely packed. Will buy again from this seller."
5,"i am a female but specially bought a S for this male version to compare against a S i bought for the female version, female cushioning feels a bit thicker although both very similar "
5,Looks ok but I haven't tried riding. The material is fine and the size is perfect. Highly recommended👍
5,nice
5,"Crushed box but Super happy with the product. Can’t wait to use this and even had a card to recco excercises so I don’t even have to search it up 🤩 however, the bands does leave a rubber smell on your hands that only come off when you bathe. Still happy though "
5,fast delivery & very pretty colours! doesn’t rlly have a strong smell & quality is great for price paid! :)
3,"Item took quite some time to arrive. I ordered 2, and 1 arrived in a worn out packaging, as if squashed/opened. After trying the bands, I don’t think the material is very good as it scrunches up your leg when   stretched."
5,"Good quality and fast delivery, no rubber smell. Highly recommend!👍🏻"
5,came in great condition and quality looks quite good. have yet to try out but   great as a gift 
5,Item received in good condition.
5,The item looks premium and quality of build is good. Recommended!
5,"Yet to try but first impressions, it is ok. Worth the price. "
5,Item received safely. Thank you. 
5,Order received in good condition. Reasonable packaging.
5,2nd time buying. Very comfortable but slightly too tight and can be awkward as your butt become so puff! 
5,Item well packed. And delivered by jnt. Relatively quick. Items seems fine. Yet to test. Re rate accordingly if need be once tested. 
5,"Gel cushion not bad. Acceptable. Delivery via mail
Came with a ziplock "
5,material is good! comfortable to wear and really prevents bottom from hurting from the bicycle seat. recommended. size is same as measurements provided.
5,"Second time buying! Altogether 3 pairs now, really protects the bottom! "
5,"Item received as mentioned
Delivered as mentioned too.
Good!"
5,Good material and quality. Worth the price! 
5,"Received as shown. The sponge is thicker than what I’ve got on my padding shorts. Should be comfortable, I hope 🤞🏼 "
5,Item received as ordered. Yet to try
5,Item receive in good condition.  Will order from seller again. 
5,Item received in good condition.Highly recommended.Superb seller. 
5,"Item well received 
Nice packaging 
Looks good
Thank you so much 
Will make another purchase someday "
5,"Ordered on 26th June 
Recieved on 1st July 
Fast delivery

2nd time order and really liked it
Plastic was torn when arrived "
3,the padding is super weird when worn
5,Loving it! Good materials and sizing fits well! Will recommend!
5,Haven’t try but good material hopefully can fit me. Overall satisfied 
5,Fits well. I’m a size 34D/36C. It gives enough support thought I push up padding feels a little weird on me. Will consider re-purchasing after I give it a test run doing home workouts! 
4,"Received wrong colour and though ordered the same size for all colours, major inconsistency in sizing. "
5,"reasonable good condition and the seller mailed out really fast. i placed an order on fri choosing ninjavan and the delivery is able to arrive on the next day, non working day, saturday. very efficient! for beginnners, can opt for this type of roller first! recommended by my PT. "
5,Foam roller turn out bigger than expected and quality met my expectation. Comparable with expensive ones in stores!! So happy with purchase
5,"Very fast delivery, sooner then expected. Received in great condition. It was wrap in a plastic. Thank you seller for the excellent service "
5,Well packaged and received about two days later . Worth the buy 👍
4,Received in good condition. Fast delivery.
5,Fast and good! I love it! I will buy it again and again and again
5,Bands are of good quality. Although packaging was bent and there is a very strong plastic odor
5,I only used it once and so far the quality is good. I loved all the colours too!
5,item came quickly and is as shown on photo! quality is good too
5,"Good product, comes with a pouch as well for you to store the resistance bands in (: "
5,"Haven’t used them, but they look nice and   sealed up nicely as well!"
5,Received items as described! Worth the money!
5,"Fast shipping, happy with the purchase. The quality is good. Sturdy packaging"
5,A little big based on seller advice. But ok
5,2nd purchase. Good quality!
5,"Item received with much thanks 
Fast delivery 
And good item 
Happy with the purchase 
Thanks to the seller "
4,Good as described and fits well. Would recommend.
4,The pad doesn't feel like gel material
4,"Received the item fast and in good condition, as advertised."
5,Received in good condition and fast delivery. Yet to try
5,"Fast delivery and good quality.good fit, value for money.."
4,"Looks high-tech, but the padding is not actually very effective."
5,"Base on size chart, quite accurate. N is very comfortable wearing it. "
5,received item as ordered
5,Not yet to try item yet. Seems promising. 
5,Great Product! Buying a couple more now
5,"Describe as the same in specification, Good Product,  fits well. "
5,Good product
5,Shld be ok. Have yet to try.
5,Accurate product. Good packaging. 
4,VEry comfortable and fits well.  Highly recommended.
4,Item received as per picture. Soft material yet to try.
5,"Item received promptly and in good order.

Selected size based on sizing chart and it fits."
1,"The quality of the elastic bands are poor and sounded like thread ripping when I stretched to put them on first time. Don’t think the elastic fit will last long. The pads are ok, a pity. "
5,Delivery take almost two weeks. Good quality. Yet to try it out
5,Well received in HD condition
5,Size fit well and comfortable. Received in good condition..
5,Great quality! Super quick shipping and is really great for exercising 
5,Item arrived within 3 days. Excellent condition.
5,Solid and good quality. Quick delivery and efficient. Thanks for the products
5,"Received extremely fast, took only 3 days. Very good quality, would recommend!"
5,Delivery was fast. Item is properly wrapped and came in good condition.
5,Nice colours. Delivery took some time but it looks nice. Can’t wait to try it!
5,Very good quality. In good condition. Worth it with different levels.
5,Received as described! Love the colours supplied by this seller (: acceptable shipping time due to covid19
5,"Nice good, happy with it. Just take a while to ship out.!!!!!"
5,Good buy! There is even a pouch to store the resistance bands! 
5,"Received in good condition. Nice colours but yet to try it out 
"
5,"Comes in air tight packaging. Material is soft to touch, but protective gel may need time to get use to it.  "
5,"Item is of good quality. However, personally thought it could be even more form fitting. Am worried it would sag after a while. Like wearing soiled diapers.. lol"
5,"Item received in good condition.
Delivery time acceptable.
Quality average."
5,Item received as described. Have not tested it yet. Good delivery. 
5,Have not tried but think it looks comfy enough. Hope to use it soon! The price is quite good too.
5,item reached abt 10 days but it was worth the wait. reasonable delivery time. the quality from this brand and seller is super good.
5,"Received the item quite fast despite pandemic situation. Item in good condition, just a bit shorter than picture. Else all are fine!"
5,very good padding!! satisfied with buy!!
5,Item recieve as its
5,"Quick delivery. Product arrived as described, a satisfactory purchase."
5,2nd time ordering. Fast delivery during covid time. Seller response fast n polite too. Most comfortable cycling wear i ever bought! Thank you!
5,The delivery only took only 1 week considering that it was shipped from China. Very happy with the product. Fits well. Good value for money! 
5,Fast delivery. Seem like good quality. Good job. Thank you. Will definitely buy again. 
5,"Not yet tested.... Looks good but not sure if its feels good, hahaha "
5,"Fast delivery haven’t tried out 
Hope is good 
Looks abit bigger then I thought "
5,Came faster than expected... Can't wait to try it out 
5,Received in good condition.
5,"Good quality material, well packed and fast shipping. Thanks seller"
5,Haven’t try yet
5,Same as Seller picture. Well packed with zip bag.
5,Very good quality. 
5,Good quality. Delivered fast. Satisfied with product. 
4,Received in good condition. 
5,Fast delivery. Quality not too bad given the price. Can consider. 
5,Not too long waiting. But safely delivered
5,Well received and packed adequately. Padding is thick and good 
5,"Looks big, received after 2 weeks. Havent tried it out, hope it works good."
5,"Will order xxl the next timd
Thank you for the expeditious response "
5,Comfortable wear with accurate sizing. Will consider repurchasing 
4,Haven't try yet. But not as elastic as it seems. Cushion is fairly thick. 
5,Quite comfy and worth the price but runs a bit small. Will most probably remove the bra padding and wear for home workouts 
4,U get what u paid 
5,"items received in 👍🏻good condition and delivery is faster🤗 than expected. Material is soft, worth the buy. Will buy from seller again! "
5,Comfy with push up 
4,"The items came very well packaged, in a reusable zip lock bag. I bought S-M but   kind of loose on me. Not advisable if you’re closer to an S. But material and overall feel is really good for the price! "
5,Received in good condition. Can do simple exercises but can’t do jumping/vigorous exercises with it. 
5,Item as described. 
5,👍👍👍👍👍
5,"Well padded  , have yet to try its durability"
5,Waited for 2 weeks before it arrived. The quality is ok. Seller can be more responsive.
5,Received in good order. 
5,"L size fits well for a 178cm tall 65kg frame, shipping time quite ok"
5,"Received in good time and good order. Have not yet tried it, but the colour and materials look nice "
5,Fast delivery + item received in good condition!
5,Item received.. haven wear yet but the bra is very comfortable feel when u hand touch. Ty seller
5,"Good value for money. At first I was worried that it would not fit ,but the bras are stretchy. It is a comfortable fit for an 85cm chest. Delivery time was reasonable."
5,receive only 1 pc but the seller has very quick to response and friendly.thank u 
4,"Roller received in good condition. However, an item is missing. Seller did refund. "
5,"Received in good condition. Items are sturdy, liked the hardness of the roll. Hopefully it does magic to my aching muscle! Cheers"
5,came in a nice packaging and nice color as well. can’t wait to try it out! 
5,Feels very firm.  Didn't expect the carry bag so it is a nice surprise.  Thanks!
5,Well received. Fast delivery despite cb period
5,One of the product colour is wrong
5,"Good purchase and tried it out, quite comfortable "
5,I love it
5,Item is ok. Very well padded but I am not used to padded shorts yet 
5,Took ard 2 weeks to deliver. Fit nicely. Cushion not bad.... 
5,"Not bad, quality and material wise look outstanding, have not try yet but look good"
5,Good!
3,💯
5,Received the item in good condition. Good quality but abit bigger should have bought 1size smaller.
5,Great and value for money. 
5,Delivery time was considered quick for oversea seller. Nice material. Medium fit my waist 29.5inch.
5,i receive my item. Thanks!
5,"Good
"
5,Good... 
5,Foam roller was promptly delivered. Seem sturdy and well-made! Definitely worth it for it's price and quality :-)
5,Fast delivery. Item received in good condition
5,very fast delivery.. quality looks and feels good as well.. will definitely recommend to someone who is lolking for a foam roller..
4,"Item description misleading. Advertise as 33 x 14 , but item is actually 30 x 10. "
5,item came in good condition and is super pretty!!! :) delivery was fast too!! :)
5,received it awhile back but have yet to try!! looks a little smaller than expected but quality looks great 
5,Really love it alot!
5,"As just shown in the picture! Came with a cute pink bag and a few workout tips too . Tried all and   just as I wanted , now I don’t have to go to the gym frequently as I can workout at home now! Love the product and recommend to those who have less time to go to the gym 👍🏽"
4,"delivery took awhile, other than that great to use for workout, grip is good, it even came with guide on how to use and the different exercises that could be done"
5,I received it in about 10 days so that was nice. Wholesome product that comes with a pamphlet with exercises u can try doing
5,Love this! Will definitely order more. Good quality fir the price 
5,"Fast delivery. Product is soft and fits nicely. Am happy with the purchase, will buy again in future. "
5,"fast delivery, good quality material and its stretchable. Worth the purchase !"
5,Good steal! Fast delivery and value for money. Highly recommend.
5,Fit well. 
5,"Product seems good when it arrived.. After some feel, the protection seems like sponge instead of silicon gel leh... Alemak! "
5,Item is the same as picture. Standard delivery came 1 week later which is on time. Happy with the item and cannot wait to try soon!
2,"Received well, it's well made and the padding looks like it will last but....Tried it once and it doesn't stay firm on the thighs, keeps rolling up and you have to fix it every little bit which is annoying and not looking good in public! Two stars because of the padding only"
5,Good quality. As described. Comfy. 
5,Ok not bad cheap.. fit with my size but havent really try yet
5,Recieved the item. I ordered xl but   look like medium though but the item is nice so   fine. Thanks seller
5,Good price for decent pieces of sports bra. Thank you seller 
5,"fast delivery. item received in good condition. have yet to tried. but bought one previously in beige L, a little loose on the bust hence getting one size smaller :)"
5,Item received! Bought 3 colour! Good quality and very worth it 
5,Worth it. Good price good material and comfortable. Hope its durable and last long.
5,OK for the price. Delivery was quick. Think the bra padding is not as good. 
5,Fast Delivery. Fits well.
5,"Pruchased on 30 May. Delivered on 05 Jun. Tested it. Comfortable and spongy! Good for those who don't want to expose the thights while wearing sport shorts. But not too sure should wear with label facing inwards or outwards. It gets a bit warm for longer distance. Overall, satisfied!"
3,Very comfortable. 
5,Good quality.
4,Not bad with price paid
5,Received in good condition. Item as indicated in pic. Yet to try.  
3,Received the plastic was opened and looked like someone opened it before it was delivered. All squeeze inside small black plastic and made a hole on it to make it like a plastic bag. Refer to photo as I received like that. Anyways all ordered was complete. Only disappointed with how it was delivered
5,really cute and the quality is great!! super worth it for the price!!
3,"Ordered on 7/7 and arrived on 15/7, rather fast delivery, really confortable material soft and stretchable however the cup feel and look a bit weird. Not so flattering to wear on its own, cup is too obvious. And not really push up, But good for the price. Longer too than normal sports bra."
5,Received in good condition. Thank you seller for the fast delivery.👍
5,Just received n materials is soft n comfy...I like it...
5,Received in good condition. Thank you seller. Nice quality.
5,Received in good condition and great quality!! Delivery was fast :)
5,2nd purchased. Comfortable!! 
5,"It was really made of good quality, it fits me perfectly but do take note that you have to actually buy 1 size bigger than your actual size 😊 Will definitely buy again😆😊"
5,Love it. Thanks
5,Just received the items 👍🏻
5,Delivery was pretty fast. Thank you so much seller! Love it! 
4,"Order 3 with S/M size and one L size but received same size 😅 
"
5,Nice colour and design. Like it very much. Hopefully got more size in future. Will purchase again. 
4,Quility is soso
5,Love these! Bought 4 of them. Been wearing them everyday. Love! 
5,Received in good condition. Comfortable and good that there are adjustable straps.
5,Good quality.. Very comfortable..
5,Fast delivery. 
5,Wine bottle for size comparison. 10/10 will repurchase. Feels like those we use in studios or gyms. Very sturdy and quick delivery. 
5,"rlly solid foam roller, my muscles felt better aft rolling! will recommend "
5,None
4,Received great thankssssssssssssssssssssssssssssssss
5,Fast delivery and pretty satisfied with the quality of the product. 
5,Very prompt delivery. Received in Good condition 
5,"ITEM RECIEVED WITHIN 2 DAYS! Chose Ninja van to deliver and it was really gr8. The foam roller is really good in quality, robust and intact. If i went to a retail store this would cost twice the price at least. Really gr8 purchase 10/10 recommend"
5,Item delivered as described.  Fast delivery too.  Recommended 
4,"I like that the product came with a plastic wrap. However, I find the product not effective enough in massaging my back, in my opinion, like it massages a bit but not ""deep"" enough in my muscles. "
5,Came nicely packed and quality looks good. Yet to try. 
5,thanks
5,Fitted nicely
5,"Nice item 
"
5,"Took 14 days to reach my letterbox. 
Quality looks good but should have got one size larger. 
Looks like sports pants inner lining 😄"
4,"The short was delivered faster then expected.
Is as shown in the ad posting.
The size is slightly on the small side, but overall is ok. Will have to see how long the material last."
5,Bought 2 diff sizes because i fall in between. Wore the L/XL. Fits ok but the bottom part keeps rolling up. So might be a little loose for my sizing. Thing S\M will be a good fit. Went for a run with this and it stays put well! Recommended!
5,good materials and soft. buying some for my friends.... thank you 
5,Not bad. For the price its not too thin or loose with adjustable straps 
5,bought this many many times but   like it got a bit shorter than when i bought it last time 
3,Received in good condition 
5,Very comfortable. The quality of the material is really good. I will definitely purchase more of this!
5,"came as shown, pushup doesnt really do much ngl but overall satisfied,, didnt expect the material to not feel cheap :D"
5,Very good material!! Fit me well! Definitely will come back! 
5,Really like the product. The strap is adjustable and product design is really nice.
5,"Delivery took awhile due to Circuit Breaker but overall very satisfied with my purchase. 
The bands seem sturdy and even came with some exercise instructions"
3,"bands have a weird rubbery smell to it.
material feels very thin and the heaviest band doesn’t feel very impactful. 
but overall not bad for the price"
5,"Delivery takes super long, but the quantity looks good and the color is nice! "
5,Delivery was slow but items are well received 
5,Product is true to what was described! Can’t wait to use it. 
5,Took 3 weeks to arrive (prob due to circuit breaker period) but quality is not bad. Comes with a small bag to store the bands.
5,"Material good bought 2 sizing
Will reorder"
4,The product is Good quality as per picture. delivery is on time as well
5,"XL suits me, 180cm, W 33. Comfortable. "
5,"Order well received but kind of long. Nevertheless, it quite comfortable to wear for cycling "
4,Not exactly that comfortable for female. Didn’t know it is meant for man as it was not stated in Seller’s description here. Saw some female buyers review thats why I decided to take it in good faith. For normal riding female should not order this model. It feels weird. 
5,Ordered on 17 May and received on 29 May. Item is the same as in picture. Working as advertised. Mesh cloth and comfy to use. Highly recommended! 👍👍
5,Items well packed and arrived quite on time about 5 days.very satisfied with the material . Very comfortable to wear and I recommend hand wash so you won’t overstretch and cause looseness of the whole support. Very matching with yoga sports pants. Or you can even match with jacket and jeans or pan
5,"Items is very nice satisfied 👌. 
But I'm a quite disappointed with wrong sizes that the seller send.😒
 It's my 3rd time purchased ❤️"
5,Wow this items I order last week and the shoppe said will deliver about 2 weeks but come early and I'm happy I can wear already. 
3,"Ordered on 28/6, received on 7/7. Bra padding is very weird when worn. Material quality is OK but a little disappointed with the bra padding. "
5,Material is soft. 
5,Super comfy! Very affordable. Will buy other colors. Only bought 3 colors. Size is just nice for a l size wearer. 
5,"Item is good
Took 2 weeks only to reach me thank you "
5,Order received much early as the promise date. 
5,material difficult to dry. hope theres bigger size anyways. thank you.
5,"Received items as ordered.  This order is for the 2 higher grade, feel is much better than the lower grade/price.  Like it, and will recommend to my friends. Thanks."
5,Awesome product and fast shipping
5,Helpful seller. Delivery took 1week plus. 
5,"Items came as described ✅, it was comfortable to wear and provided enough padding "
5,Relieved bum pain for long distance ride. Fairly good n price right. 
5,Super fast delivery. Material looks great. Yet to use it. Will look forward order more from em👍👍👍
5,Recieve in good condition.  Not yet try. Thanks seller 
5,Received in good condition. Thanks
5,"Second purchase;fast delivery!!
Highly Recommended."
4,"they’re so cute but not much support, would change the inserts!"
5,Very feel comfortable when I wear it!! Will buy more in future 😉
5,Good quality. I'll buy again for sure 👍 
5,Very gd quality bras and they are gorgeous! No regrets!! Thank you! 
4,Quite thin and low support but ok
5,Seller was fast in replying to query and delivery was fast.   Thank you seller. Will buy again. 
5,The item is sturdy &  firm. Cheap. Fast delivery. 
5,Product received in good condition! Will buy again!
5,Good. same as described. 
5,"Grid Foam Rollers 
are the lightest among the foam rollers listed here. Personally i use it for recovery of Sore Muscles such as after a Ultra Marathon Run. The flat surface maintains a larger surface contact and promotes blood flow by a To and Fro rolling Action"
5,"There is dirt and black stains on it , but overall not bad..... "
5,Delivery was quick and the quality is good considering the price.
5,Item recieved as stated! Really love it! Thank you v much!! (:
5,Wanted to buy the spike but decided to go for less strenuous. I believe i made the right choice.  Well protected during delivery
5,Thick and comfy. Good product. Will buy more.
5,Item received in good condition good quality 
5,Very comfortable and serves it purpose
4,This is my second purchase. Quite effective.
5,Looks good quick delivery by seller
5,Look good for the price 
5,"Thanks for your reasonably quick delivery, good packaging, hope to try them out soon"
5,"Item is worth the price, delivery less than a week receive in good condition."
4,Not so strechy on the hip.. the pad is good.. 
5,Am happy with the product and would recommend to the rest of my team.
4,"Received this, it fits well according to the dimension provided. Yet to try it on a ride"
5,Works well for my Long ride - 30km. The gel and absorption really helps compared to me not wearing it. 
5,Received in good condition and super fast delivery . Thanks 
5,"Bought 2 pieces of the pants. 
Very comfortable, good. 
Thank you. "
5,"Nice and comfy material, apparel is well packaged too... Recommended to cycling enthusiasts! "
3,Took 3 weeks to arrive. Ordered on 27.4 and received 13.5.  Product as per advertised. Kind seller has apologised for the delay due to covid situation 
5,"Looks exactly as shown, and works very well. Sturdy and the spikes are just the right toughness and length. "
5,Awesome! Fast delivery and have different types of rollers to chose
5,Thank you seller for your prompt delivery will buy again. Highly recommended.
5,Received in 2 days using Ninja Van! The grid roller is good for those who are new to using this~ Good quality - very hard and firm. Worth it for the price paid!!!! 
5,really good roller! very tough and durable material! pretty satisfied with the price given thanks!
5,Received items in good condition. Thank you.
5,Good quality and packaging. Worth buying again delivery time still ok 
5,Good quality 😊
5,"Received in good condition, nice color. 
Gooooooooooooood "
5,Fast delivery within a week. No rubber smell like some says in the review. Smells branded. High quality and am very happy with my purchase and highly recommended! Works very well for my workouts. Exactly as described! More to women useage only. 
5,Item look great. Yet to try. 
5,"Even though now is circuit breaker conditions, delivery is still fast! "
5,Item is received as it describes. Highly recommend to get from this seller!
2,Material is average. 
4,"It's comfortable to wear. Give me some cushioning for my bike ride.
"
5,"I test on it. I feels good, ops..and I use it right away. Haha.. looking forward to for an order again. 

Thank you for speed up the delivery. It was fast. "
5,Love the colours!! Thankfully all purchases came through and   very nice and soft! Not suitable for exercise but comfy to wear! 
4,"Pretty stretchable but not as stretchable as i thought it would be. Ordered 2 different sizes, but delivered seems like its free size instead (theres no indication of sizes, and both s/m or l/xl measures equally when put together). Overall not bad just feel abit disappointed bout the sizes"
5,"Fast delivery! Thank you seller, item as per described!"
5,Good quality
5,"receive in good condition! im a uk8 a/b cup, fits nicely! thankss"
5,Material is comfortable and padding is thick. Affordable. 
5,"Quality is good fits perfectly, highly recommended will buy again "
5,Fast delivery and received in good packaging. 
5,"Looking good 

Thanks "
4,good stiching. well thick padding for long cycling rides. mesh fabric keeps skin cool. 
5,Great riding underwear. Comfy and supports well. Plan to order 1 more.
5,"I'm 1.73 tall, weight 65kg waistline 32.  I choose M size. It's big for M. Not tight fitted. 

Not sure is Small size be better fit."
5,Item was delivered as described and delivery was prompt despite this tough period. Looking forward to relieve back muscle pain after exercising! 
5,Received product as described and delivery was fast. It felt good in relieving the muscle tension after exercising. 
5,Delivery came in less than a week. Item was exactly as described tho there were creases on the sides. Must be from the plastic packaging.
5,Great quality product
5,Fast delivery even in CB. Very good quality. Happy with the purchase. 
5,Received the item with good condition. And the delivery is fast. Thanks 
5,"Material is good. 👏🏻
"
5,"Item received today, can feel the softness, not yet try, anyway thank you seller  👍"
5,I love. It. And very comfortable. Material. Was soft. 😊I order more. 
5,Received in good condition thank you 
5,fast delivery. good quality. gel padding is thick and very soft. very comfortable cushion. good for longer ride.
5,The padding look solid and soft
5,Received.. Hubby is happy.🙂
5,"Received, ordered a size larger - flash sales. May have to try and see."
5,Comes in this cute Ziplock bag. Padding isn’t amazing but overall still good for at home use. Comfy and nice material. 
5,So many times I purchased this items. Value of money. Satisfied customers here☺️. Thanks seller
5,"Buy 6 pcs hope can fit to my body, very fast delivery, next will order again."
5,Well received thank you seller for the great deal quality looks great thank you so much 
5,Very good 👍 items. Very satisfied. Price is cheaper than other sellers.
5,Thank you seller.......................................................
5,Good quality! 
5,"delivery took 1 week quite fast. however i feel that the padding of this bra is too weak, should use your own padding, especially if you have bigger boobs. i got L/XL and i'm usually a large M size. better size up
"
5,Good quality... shown as picture... quality very good ... bought for my daughter.. she loves so much 
5,"recieved yesterday, and it fits me👌"
5,Received the Items today ! the quality is good and it has nice fitting 😊
4,"Bought three, the colours all correspond to the web images. It's a good stretchy material that is not too thick so it feels very nice when you wear it to work out. The only downside is that the removable cups have a weird shape."
5,Received them within a week and the material is really good. It was well made and had really good padding. Highly recommended. Was a bit small for large chested though.
5,"Good quality & so comfortable to wear , I’m 160cm & 50kg fit very well for me "
5,"Recieved. For the price. Worth it. Some white stains in it but  I think can wash off
"
5,Size is correct material quite comfortable with this price no complain nice to wear at home 
5,"Quality is damn good, and worth for the price!!! Thanks seller "
5,"yet to try it on, but it looks comfortable! not super thick/good quality, but good enough for me :)"
5,Received 
5,👍
5,Received in good condition
5,Item received in good condition.thank you
5,Condition looks okay. The gel pads are sewn in the inner part not the outer. Not tested yet
5,Great quality and comfortable
5,"Got the item good 
Second time buying 
Will support again 
Thank you "
5,just nice size
5,Good quality. Pads are really spongy and comfortable. 
5,"sizing close to chart.
comfortable material.
hope the gel part will last and durable against fictions."
5,Ok worth for the money paid. Haven't used yet to see the quality.
5,Good quality product and fast delivery. The padding is great comfort while cycling. 
5,Consider a Nice quality within this pricing. Will share to my friends. 
4,"Good quality,I ordered same sizes but it came out different sizes..can't wear one of those."
5,I likes the material and color nice
5,"Received on 7th day, super fast 👍🏻. Material bit thick. Love the adjustable strap. 1 thing to note, I washed both black & beige bra tgt n u can see the colour stained on beige bra, but is due to my own neglience so will order again cos is comforble to wear. 😊."
5,Good quality and cheap price ! But cannot fit to XL. I order L/XL but size is more on M frame only.
5,"I love it!!!
Good quality,good price and good service delivery!
All the best seller!!!
Thank you🙏"
5,I find it ok for me... delivery guy as usual J&T Express always the best and responsible service no doubt about it👍job well done keep it up 👏👏
5,Quality is so nice. I love it. It fits me perfectly. Will order again.👍
5,Fits perfectly . The colour is darker than the one showed in the picture . 
5,Tried it on & it fits me so well! Love it! The support is amazing & the quality seems very well put considering the price. Defo will purchase more in the future 😍😍😍
5,"Item received in good condition, soft and stretchy materials, true to colors. Good buy 👍🏼"
5,Good condition and fast delivery. Thank you seller.......
5,My second purchase I bought all the colours coz I'm quite satisfied with the product ' fit well on me and I use it for daily wear too instead of wearing bra  they're more comfy for me really worth it with the price thank you so much
5,"Good quality 👍 worth for the price, definitely will purchase from this seller again! "
5,the material is very comfortable and the size is just right for me :)
5,Received in good condition for most of it but take note different color may be different size
5,"came in about a week from ordering, fit is okay just that the cup size in too big for a Size S "
5,😊 2nd time order 
5,My second time purchasing it. It is so comfy
