"","label","text","kelas","sentiment"
"518",5,"the gel padding are thick and firm unlike other brand comfortable to wear will buy again thank you","1","Positif"
"519",5,"great fit comfortable havent wash it yet hope it doesnt shrink","1","Positif"
"520",5,"received with good condition good quality and fast delivery","1","Positif"
"521",5,"love it","1","Positif"
"522",3,"not what i expected","1","Positif"
"523",1,"received wrong size and colour","0","Negatif"
"524",5,"recieved in good condition  fast delivery high recommend","1","Positif"
"525",5,"second purchase of a different colour not sure if wrong size was provided but this feels smaller than the previous one still wearable though so no complains overall comfy and good","1","Positif"
"526",5,"nice one value the money that you pay will surely order again thank you seller","1","Positif"
"527",5,"has thick padding and material is very soft and feels good","1","Positif"
"528",5,"good quality","1","Positif"
"529",5,"purchased on  jun delivered on  jun item as described waist  size m has a better fit comfortable items are nicely packed will buy again from this seller","1","Positif"
"530",5,"i am a female but specially bought a s for this male version to compare against a s i bought for the female version female cushioning feels a bit thicker although both very similar","1","Positif"
"531",5,"looks ok but i havent tried riding the material is fine and the size is perfect highly recommended","1","Positif"
"532",5,"nice","1","Positif"
"533",5,"crushed box but super happy with the product cant wait to use this and even had a card to recco excercises so i dont even have to search it up  however the bands does leave a rubber smell on your hands that only come off when you bathe still happy though","1","Positif"
"534",5,"fast delivery  very pretty colours doesnt rlly have a strong smell  quality is great for price paid ","1","Positif"
"535",3,"item took quite some time to arrive i ordered  and  arrived in a worn out packaging as if squashedopened after trying the bands i dont think the material is very good as it scrunches up your leg when   stretched","1","Positif"
"536",5,"good quality and fast delivery no rubber smell highly recommend","1","Positif"
"537",5,"came in great condition and quality looks quite good have yet to try out but   great as a gift","1","Positif"
"538",5,"item received in good condition","1","Positif"
"539",5,"the item looks premium and quality of build is good recommended","1","Positif"
"540",5,"yet to try but first impressions it is ok worth the price","1","Positif"
"541",5,"item received safely thank you","1","Positif"
"542",5,"order received in good condition reasonable packaging","1","Positif"
"543",5,"nd time buying very comfortable but slightly too tight and can be awkward as your butt become so puff","1","Positif"
"544",5,"item well packed and delivered by jnt relatively quick items seems fine yet to test re rate accordingly if need be once tested","1","Positif"
"545",5,"gel cushion not bad acceptable delivery via mail came with a ziplock","1","Positif"
"546",5,"material is good comfortable to wear and really prevents bottom from hurting from the bicycle seat recommended size is same as measurements provided","1","Positif"
"547",5,"second time buying altogether  pairs now really protects the bottom","1","Positif"
"548",5,"item received as mentioned delivered as mentioned too good","1","Positif"
"549",5,"good material and quality worth the price","1","Positif"
"550",5,"received as shown the sponge is thicker than what ive got on my padding shorts should be comfortable i hope ","1","Positif"
"551",5,"item received as ordered yet to try","1","Positif"
"552",5,"item receive in good condition  will order from seller again","1","Positif"
"553",5,"item received in good conditionhighly recommendedsuperb seller","1","Positif"
"554",5,"item well received  nice packaging  looks good thank you so much  will make another purchase someday","1","Positif"
"555",5,"ordered on th june  recieved on st july  fast delivery  nd time order and really liked it plastic was torn when arrived","1","Positif"
"556",3,"the padding is super weird when worn","1","Positif"
"557",5,"loving it good materials and sizing fits well will recommend","1","Positif"
"558",5,"havent try but good material hopefully can fit me overall satisfied","1","Positif"
"559",5,"fits well im a size dc it gives enough support thought i push up padding feels a little weird on me will consider repurchasing after i give it a test run doing home workouts","1","Positif"
"560",4,"received wrong colour and though ordered the same size for all colours major inconsistency in sizing","1","Positif"
"561",5,"reasonable good condition and the seller mailed out really fast i placed an order on fri choosing ninjavan and the delivery is able to arrive on the next day non working day saturday very efficient for beginnners can opt for this type of roller first recommended by my pt","1","Positif"
"562",5,"foam roller turn out bigger than expected and quality met my expectation comparable with expensive ones in stores so happy with purchase","1","Positif"
"563",5,"very fast delivery sooner then expected received in great condition it was wrap in a plastic thank you seller for the excellent service","1","Positif"
"564",5,"well packaged and received about two days later  worth the buy ","1","Positif"
"565",4,"received in good condition fast delivery","1","Positif"
"566",5,"fast and good i love it i will buy it again and again and again","1","Positif"
"567",5,"bands are of good quality although packaging was bent and there is a very strong plastic odor","1","Positif"
"568",5,"i only used it once and so far the quality is good i loved all the colours too","1","Positif"
"569",5,"item came quickly and is as shown on photo quality is good too","1","Positif"
"570",5,"good product comes with a pouch as well for you to store the resistance bands in ","1","Positif"
"571",5,"havent used them but they look nice and   sealed up nicely as well","1","Positif"
"572",5,"received items as described worth the money","1","Positif"
"573",5,"fast shipping happy with the purchase the quality is good sturdy packaging","1","Positif"
"574",5,"a little big based on seller advice but ok","1","Positif"
"575",5,"nd purchase good quality","1","Positif"
"576",5,"item received with much thanks  fast delivery  and good item  happy with the purchase  thanks to the seller","1","Positif"
"577",4,"good as described and fits well would recommend","1","Positif"
"578",4,"the pad doesnt feel like gel material","1","Positif"
"579",4,"received the item fast and in good condition as advertised","1","Positif"
"580",5,"received in good condition and fast delivery yet to try","1","Positif"
"581",5,"fast delivery and good qualitygood fit value for money","1","Positif"
"582",4,"looks hightech but the padding is not actually very effective","1","Positif"
"583",5,"base on size chart quite accurate n is very comfortable wearing it","1","Positif"
"584",5,"received item as ordered","1","Positif"
"585",5,"not yet to try item yet seems promising","1","Positif"
"586",5,"great product buying a couple more now","1","Positif"
"587",5,"describe as the same in specification good product  fits well","1","Positif"
"588",5,"good product","1","Positif"
"589",5,"shld be ok have yet to try","1","Positif"
"590",5,"accurate product good packaging","1","Positif"
"591",4,"very comfortable and fits well  highly recommended","1","Positif"
"592",4,"item received as per picture soft material yet to try","1","Positif"
"593",5,"item received promptly and in good order  selected size based on sizing chart and it fits","1","Positif"
"594",1,"the quality of the elastic bands are poor and sounded like thread ripping when i stretched to put them on first time dont think the elastic fit will last long the pads are ok a pity","0","Negatif"
"595",5,"delivery take almost two weeks good quality yet to try it out","1","Positif"
"596",5,"well received in hd condition","1","Positif"
"597",5,"size fit well and comfortable received in good condition","1","Positif"
"598",5,"great quality super quick shipping and is really great for exercising","1","Positif"
"599",5,"item arrived within  days excellent condition","1","Positif"
"600",5,"solid and good quality quick delivery and efficient thanks for the products","1","Positif"
"601",5,"received extremely fast took only  days very good quality would recommend","1","Positif"
"602",5,"delivery was fast item is properly wrapped and came in good condition","1","Positif"
"603",5,"nice colours delivery took some time but it looks nice cant wait to try it","1","Positif"
"604",5,"very good quality in good condition worth it with different levels","1","Positif"
"605",5,"received as described love the colours supplied by this seller  acceptable shipping time due to covid","1","Positif"
"606",5,"nice good happy with it just take a while to ship out","1","Positif"
"607",5,"good buy there is even a pouch to store the resistance bands","1","Positif"
"608",5,"received in good condition nice colours but yet to try it out  ","1","Positif"
"609",5,"comes in air tight packaging material is soft to touch but protective gel may need time to get use to it","1","Positif"
"610",5,"item is of good quality however personally thought it could be even more form fitting am worried it would sag after a while like wearing soiled diapers lol","1","Positif"
"611",5,"item received in good condition delivery time acceptable quality average","1","Positif"
"612",5,"item received as described have not tested it yet good delivery","1","Positif"
"613",5,"have not tried but think it looks comfy enough hope to use it soon the price is quite good too","1","Positif"
"614",5,"item reached abt  days but it was worth the wait reasonable delivery time the quality from this brand and seller is super good","1","Positif"
"615",5,"received the item quite fast despite pandemic situation item in good condition just a bit shorter than picture else all are fine","1","Positif"
"616",5,"very good padding satisfied with buy","1","Positif"
"617",5,"item recieve as its","1","Positif"
"618",5,"quick delivery product arrived as described a satisfactory purchase","1","Positif"
"619",5,"nd time ordering fast delivery during covid time seller response fast n polite too most comfortable cycling wear i ever bought thank you","1","Positif"
"620",5,"the delivery only took only  week considering that it was shipped from china very happy with the product fits well good value for money","1","Positif"
"621",5,"fast delivery seem like good quality good job thank you will definitely buy again","1","Positif"
"622",5,"not yet tested looks good but not sure if its feels good hahaha","1","Positif"
"623",5,"fast delivery havent tried out  hope is good  looks abit bigger then i thought","1","Positif"
"624",5,"came faster than expected cant wait to try it out","1","Positif"
"625",5,"received in good condition","1","Positif"
"626",5,"good quality material well packed and fast shipping thanks seller","1","Positif"
"627",5,"havent try yet","1","Positif"
"628",5,"same as seller picture well packed with zip bag","1","Positif"
"629",5,"very good quality","1","Positif"
"630",5,"good quality delivered fast satisfied with product","1","Positif"
"631",4,"received in good condition","1","Positif"
"632",5,"fast delivery quality not too bad given the price can consider","1","Positif"
"633",5,"not too long waiting but safely delivered","1","Positif"
"634",5,"well received and packed adequately padding is thick and good","1","Positif"
"635",5,"looks big received after  weeks havent tried it out hope it works good","1","Positif"
"636",5,"will order xxl the next timd thank you for the expeditious response","1","Positif"
"637",5,"comfortable wear with accurate sizing will consider repurchasing","1","Positif"
"638",4,"havent try yet but not as elastic as it seems cushion is fairly thick","1","Positif"
"639",5,"quite comfy and worth the price but runs a bit small will most probably remove the bra padding and wear for home workouts","1","Positif"
"640",4,"u get what u paid","1","Positif"
"641",5,"items received in good condition and delivery is faster than expected material is soft worth the buy will buy from seller again","1","Positif"
"642",5,"comfy with push up","1","Positif"
"643",4,"the items came very well packaged in a reusable zip lock bag i bought sm but   kind of loose on me not advisable if youre closer to an s but material and overall feel is really good for the price","1","Positif"
"644",5,"received in good condition can do simple exercises but cant do jumpingvigorous exercises with it","1","Positif"
"645",5,"item as described","1","Positif"
"646",5,"","1","Positif"
"647",5,"well padded   have yet to try its durability","1","Positif"
"648",5,"waited for  weeks before it arrived the quality is ok seller can be more responsive","1","Positif"
"649",5,"received in good order","1","Positif"
"650",5,"l size fits well for a cm tall kg frame shipping time quite ok","1","Positif"
"651",5,"received in good time and good order have not yet tried it but the colour and materials look nice","1","Positif"
"652",5,"fast delivery  item received in good condition","1","Positif"
"653",5,"item received haven wear yet but the bra is very comfortable feel when u hand touch ty seller","1","Positif"
"654",5,"good value for money at first i was worried that it would not fit but the bras are stretchy it is a comfortable fit for an cm chest delivery time was reasonable","1","Positif"
"655",5,"receive only  pc but the seller has very quick to response and friendlythank u","1","Positif"
"656",4,"roller received in good condition however an item is missing seller did refund","1","Positif"
"657",5,"received in good condition items are sturdy liked the hardness of the roll hopefully it does magic to my aching muscle cheers","1","Positif"
"658",5,"came in a nice packaging and nice color as well cant wait to try it out","1","Positif"
"659",5,"feels very firm  didnt expect the carry bag so it is a nice surprise  thanks","1","Positif"
"660",5,"well received fast delivery despite cb period","1","Positif"
"661",5,"one of the product colour is wrong","1","Positif"
"662",5,"good purchase and tried it out quite comfortable","1","Positif"
"663",5,"i love it","1","Positif"
"664",5,"item is ok very well padded but i am not used to padded shorts yet","1","Positif"
"665",5,"took ard  weeks to deliver fit nicely cushion not bad","1","Positif"
"666",5,"not bad quality and material wise look outstanding have not try yet but look good","1","Positif"
"667",5,"good","1","Positif"
"668",3,"","1","Positif"
"669",5,"received the item in good condition good quality but abit bigger should have bought size smaller","1","Positif"
"670",5,"great and value for money","1","Positif"
"671",5,"delivery time was considered quick for oversea seller nice material medium fit my waist inch","1","Positif"
"672",5,"i receive my item thanks","1","Positif"
"673",5,"good ","1","Positif"
"674",5,"good","1","Positif"
"675",5,"foam roller was promptly delivered seem sturdy and wellmade definitely worth it for its price and quality ","1","Positif"
"676",5,"fast delivery item received in good condition","1","Positif"
"677",5,"very fast delivery quality looks and feels good as well will definitely recommend to someone who is lolking for a foam roller","1","Positif"
"678",4,"item description misleading advertise as  x   but item is actually  x ","1","Positif"
"679",5,"item came in good condition and is super pretty  delivery was fast too ","1","Positif"
"680",5,"received it awhile back but have yet to try looks a little smaller than expected but quality looks great","1","Positif"
"681",5,"really love it alot","1","Positif"
"682",5,"as just shown in the picture came with a cute pink bag and a few workout tips too  tried all and   just as i wanted  now i dont have to go to the gym frequently as i can workout at home now love the product and recommend to those who have less time to go to the gym ","1","Positif"
"683",4,"delivery took awhile other than that great to use for workout grip is good it even came with guide on how to use and the different exercises that could be done","1","Positif"
"684",5,"i received it in about  days so that was nice wholesome product that comes with a pamphlet with exercises u can try doing","1","Positif"
"685",5,"love this will definitely order more good quality fir the price","1","Positif"
"686",5,"fast delivery product is soft and fits nicely am happy with the purchase will buy again in future","1","Positif"
"687",5,"fast delivery good quality material and its stretchable worth the purchase ","1","Positif"
"688",5,"good steal fast delivery and value for money highly recommend","1","Positif"
"689",5,"fit well","1","Positif"
"690",5,"product seems good when it arrived after some feel the protection seems like sponge instead of silicon gel leh alemak","1","Positif"
"691",5,"item is the same as picture standard delivery came  week later which is on time happy with the item and cannot wait to try soon","1","Positif"
"692",2,"received well its well made and the padding looks like it will last buttried it once and it doesnt stay firm on the thighs keeps rolling up and you have to fix it every little bit which is annoying and not looking good in public two stars because of the padding only","0","Negatif"
"693",5,"good quality as described comfy","1","Positif"
"694",5,"ok not bad cheap fit with my size but havent really try yet","1","Positif"
"695",5,"recieved the item i ordered xl but   look like medium though but the item is nice so   fine thanks seller","1","Positif"
"696",5,"good price for decent pieces of sports bra thank you seller","1","Positif"
"697",5,"fast delivery item received in good condition have yet to tried but bought one previously in beige l a little loose on the bust hence getting one size smaller ","1","Positif"
"698",5,"item received bought  colour good quality and very worth it","1","Positif"
"699",5,"worth it good price good material and comfortable hope its durable and last long","1","Positif"
"700",5,"ok for the price delivery was quick think the bra padding is not as good","1","Positif"
"701",5,"fast delivery fits well","1","Positif"
"702",5,"pruchased on  may delivered on  jun tested it comfortable and spongy good for those who dont want to expose the thights while wearing sport shorts but not too sure should wear with label facing inwards or outwards it gets a bit warm for longer distance overall satisfied","1","Positif"
"703",3,"very comfortable","1","Positif"
"704",5,"good quality","1","Positif"
"705",4,"not bad with price paid","1","Positif"
"706",5,"received in good condition item as indicated in pic yet to try","1","Positif"
"707",3,"received the plastic was opened and looked like someone opened it before it was delivered all squeeze inside small black plastic and made a hole on it to make it like a plastic bag refer to photo as i received like that anyways all ordered was complete only disappointed with how it was delivered","1","Positif"
"708",5,"really cute and the quality is great super worth it for the price","1","Positif"
"709",3,"ordered on  and arrived on  rather fast delivery really confortable material soft and stretchable however the cup feel and look a bit weird not so flattering to wear on its own cup is too obvious and not really push up but good for the price longer too than normal sports bra","1","Positif"
"710",5,"received in good condition thank you seller for the fast delivery","1","Positif"
"711",5,"just received n materials is soft n comfyi like it","1","Positif"
"712",5,"received in good condition thank you seller nice quality","1","Positif"
"713",5,"received in good condition and great quality delivery was fast ","1","Positif"
"714",5,"nd purchased comfortable","1","Positif"
"715",5,"it was really made of good quality it fits me perfectly but do take note that you have to actually buy  size bigger than your actual size  will definitely buy again","1","Positif"
"716",5,"love it thanks","1","Positif"
"717",5,"just received the items ","1","Positif"
"718",5,"delivery was pretty fast thank you so much seller love it","1","Positif"
"719",4,"order  with sm size and one l size but received same size   ","1","Positif"
"720",5,"nice colour and design like it very much hopefully got more size in future will purchase again","1","Positif"
"721",4,"quility is soso","1","Positif"
"722",5,"love these bought  of them been wearing them everyday love","1","Positif"
"723",5,"received in good condition comfortable and good that there are adjustable straps","1","Positif"
"724",5,"good quality very comfortable","1","Positif"
"725",5,"fast delivery","1","Positif"
"726",5,"wine bottle for size comparison  will repurchase feels like those we use in studios or gyms very sturdy and quick delivery","1","Positif"
"727",5,"rlly solid foam roller my muscles felt better aft rolling will recommend","1","Positif"
"728",5,"none","1","Positif"
"729",4,"received great thankssssssssssssssssssssssssssssssss","1","Positif"
"730",5,"fast delivery and pretty satisfied with the quality of the product","1","Positif"
"731",5,"very prompt delivery received in good condition","1","Positif"
"732",5,"item recieved within  days chose ninja van to deliver and it was really gr the foam roller is really good in quality robust and intact if i went to a retail store this would cost twice the price at least really gr purchase  recommend","1","Positif"
"733",5,"item delivered as described  fast delivery too  recommended","1","Positif"
"734",4,"i like that the product came with a plastic wrap however i find the product not effective enough in massaging my back in my opinion like it massages a bit but not deep enough in my muscles","1","Positif"
"735",5,"came nicely packed and quality looks good yet to try","1","Positif"
"736",5,"thanks","1","Positif"
"737",5,"fitted nicely","1","Positif"
"738",5,"nice item  ","1","Positif"
"739",5,"took  days to reach my letterbox  quality looks good but should have got one size larger  looks like sports pants inner lining ","1","Positif"
"740",4,"the short was delivered faster then expected is as shown in the ad posting the size is slightly on the small side but overall is ok will have to see how long the material last","1","Positif"
"741",5,"bought  diff sizes because i fall in between wore the lxl fits ok but the bottom part keeps rolling up so might be a little loose for my sizing thing sm will be a good fit went for a run with this and it stays put well recommended","1","Positif"
"742",5,"good materials and soft buying some for my friends thank you","1","Positif"
"743",5,"not bad for the price its not too thin or loose with adjustable straps","1","Positif"
"744",5,"bought this many many times but   like it got a bit shorter than when i bought it last time","1","Positif"
"745",3,"received in good condition","1","Positif"
"746",5,"very comfortable the quality of the material is really good i will definitely purchase more of this","1","Positif"
"747",5,"came as shown pushup doesnt really do much ngl but overall satisfied didnt expect the material to not feel cheap d","1","Positif"
"748",5,"very good material fit me well definitely will come back","1","Positif"
"749",5,"really like the product the strap is adjustable and product design is really nice","1","Positif"
"750",5,"delivery took awhile due to circuit breaker but overall very satisfied with my purchase  the bands seem sturdy and even came with some exercise instructions","1","Positif"
"751",3,"bands have a weird rubbery smell to it material feels very thin and the heaviest band doesnt feel very impactful but overall not bad for the price","1","Positif"
"752",5,"delivery takes super long but the quantity looks good and the color is nice","1","Positif"
"753",5,"delivery was slow but items are well received","1","Positif"
"754",5,"product is true to what was described cant wait to use it","1","Positif"
"755",5,"took  weeks to arrive prob due to circuit breaker period but quality is not bad comes with a small bag to store the bands","1","Positif"
"756",5,"material good bought  sizing will reorder","1","Positif"
"757",4,"the product is good quality as per picture delivery is on time as well","1","Positif"
"758",5,"xl suits me cm w  comfortable","1","Positif"
"759",5,"order well received but kind of long nevertheless it quite comfortable to wear for cycling","1","Positif"
"760",4,"not exactly that comfortable for female didnt know it is meant for man as it was not stated in sellers description here saw some female buyers review thats why i decided to take it in good faith for normal riding female should not order this model it feels weird","1","Positif"
"761",5,"ordered on  may and received on  may item is the same as in picture working as advertised mesh cloth and comfy to use highly recommended ","1","Positif"
"762",5,"items well packed and arrived quite on time about  daysvery satisfied with the material  very comfortable to wear and i recommend hand wash so you wont overstretch and cause looseness of the whole support very matching with yoga sports pants or you can even match with jacket and jeans or pan","1","Positif"
"763",5,"items is very nice satisfied   but im a quite disappointed with wrong sizes that the seller send  its my rd time purchased ","1","Positif"
"764",5,"wow this items i order last week and the shoppe said will deliver about  weeks but come early and im happy i can wear already","1","Positif"
"765",3,"ordered on  received on  bra padding is very weird when worn material quality is ok but a little disappointed with the bra padding","1","Positif"
"766",5,"material is soft","1","Positif"
"767",5,"super comfy very affordable will buy other colors only bought  colors size is just nice for a l size wearer","1","Positif"
"768",5,"item is good took  weeks only to reach me thank you","1","Positif"
"769",5,"order received much early as the promise date","1","Positif"
"770",5,"material difficult to dry hope theres bigger size anyways thank you","1","Positif"
"771",5,"received items as ordered  this order is for the  higher grade feel is much better than the lower gradeprice  like it and will recommend to my friends thanks","1","Positif"
"772",5,"awesome product and fast shipping","1","Positif"
"773",5,"helpful seller delivery took week plus","1","Positif"
"774",5,"items came as described  it was comfortable to wear and provided enough padding","1","Positif"
"775",5,"relieved bum pain for long distance ride fairly good n price right","1","Positif"
"776",5,"super fast delivery material looks great yet to use it will look forward order more from em","1","Positif"
"777",5,"recieve in good condition  not yet try thanks seller","1","Positif"
"778",5,"received in good condition thanks","1","Positif"
"779",5,"second purchase fast delivery highly recommended","1","Positif"
"780",4,"theyre so cute but not much support would change the inserts","1","Positif"
"781",5,"very feel comfortable when i wear it will buy more in future ","1","Positif"
"782",5,"good quality ill buy again for sure ","1","Positif"
"783",5,"very gd quality bras and they are gorgeous no regrets thank you","1","Positif"
"784",4,"quite thin and low support but ok","1","Positif"
"785",5,"seller was fast in replying to query and delivery was fast   thank you seller will buy again","1","Positif"
"786",5,"the item is sturdy   firm cheap fast delivery","1","Positif"
"787",5,"product received in good condition will buy again","1","Positif"
"788",5,"good same as described","1","Positif"
"789",5,"grid foam rollers  are the lightest among the foam rollers listed here personally i use it for recovery of sore muscles such as after a ultra marathon run the flat surface maintains a larger surface contact and promotes blood flow by a to and fro rolling action","1","Positif"
"790",5,"there is dirt and black stains on it  but overall not bad","1","Positif"
"791",5,"delivery was quick and the quality is good considering the price","1","Positif"
"792",5,"item recieved as stated really love it thank you v much ","1","Positif"
"793",5,"wanted to buy the spike but decided to go for less strenuous i believe i made the right choice  well protected during delivery","1","Positif"
"794",5,"thick and comfy good product will buy more","1","Positif"
"795",5,"item received in good condition good quality","1","Positif"
"796",5,"very comfortable and serves it purpose","1","Positif"
"797",4,"this is my second purchase quite effective","1","Positif"
"798",5,"looks good quick delivery by seller","1","Positif"
"799",5,"look good for the price","1","Positif"
"800",5,"thanks for your reasonably quick delivery good packaging hope to try them out soon","1","Positif"
"801",5,"item is worth the price delivery less than a week receive in good condition","1","Positif"
"802",4,"not so strechy on the hip the pad is good","1","Positif"
"803",5,"am happy with the product and would recommend to the rest of my team","1","Positif"
"804",4,"received this it fits well according to the dimension provided yet to try it on a ride","1","Positif"
"805",5,"works well for my long ride  km the gel and absorption really helps compared to me not wearing it","1","Positif"
"806",5,"received in good condition and super fast delivery  thanks","1","Positif"
"807",5,"bought  pieces of the pants  very comfortable good  thank you","1","Positif"
"808",5,"nice and comfy material apparel is well packaged too recommended to cycling enthusiasts","1","Positif"
"809",3,"took  weeks to arrive ordered on  and received  product as per advertised kind seller has apologised for the delay due to covid situation","1","Positif"
"810",5,"looks exactly as shown and works very well sturdy and the spikes are just the right toughness and length","1","Positif"
"811",5,"awesome fast delivery and have different types of rollers to chose","1","Positif"
"812",5,"thank you seller for your prompt delivery will buy again highly recommended","1","Positif"
"813",5,"received in  days using ninja van the grid roller is good for those who are new to using this good quality  very hard and firm worth it for the price paid","1","Positif"
"814",5,"really good roller very tough and durable material pretty satisfied with the price given thanks","1","Positif"
"815",5,"received items in good condition thank you","1","Positif"
"816",5,"good quality and packaging worth buying again delivery time still ok","1","Positif"
"817",5,"good quality ","1","Positif"
"818",5,"received in good condition nice color gooooooooooooood","1","Positif"
"819",5,"fast delivery within a week no rubber smell like some says in the review smells branded high quality and am very happy with my purchase and highly recommended works very well for my workouts exactly as described more to women useage only","1","Positif"
"820",5,"item look great yet to try","1","Positif"
"821",5,"even though now is circuit breaker conditions delivery is still fast","1","Positif"
"822",5,"item is received as it describes highly recommend to get from this seller","1","Positif"
"823",2,"material is average","0","Negatif"
"824",4,"its comfortable to wear give me some cushioning for my bike ride ","1","Positif"
"825",5,"i test on it i feels good opsand i use it right away haha looking forward to for an order again   thank you for speed up the delivery it was fast","1","Positif"
"826",5,"love the colours thankfully all purchases came through and   very nice and soft not suitable for exercise but comfy to wear","1","Positif"
"827",4,"pretty stretchable but not as stretchable as i thought it would be ordered  different sizes but delivered seems like its free size instead theres no indication of sizes and both sm or lxl measures equally when put together overall not bad just feel abit disappointed bout the sizes","1","Positif"
"828",5,"fast delivery thank you seller item as per described","1","Positif"
"829",5,"good quality","1","Positif"
"830",5,"receive in good condition im a uk ab cup fits nicely thankss","1","Positif"
"831",5,"material is comfortable and padding is thick affordable","1","Positif"
"832",5,"quality is good fits perfectly highly recommended will buy again","1","Positif"
"833",5,"fast delivery and received in good packaging","1","Positif"
"834",5,"looking good   thanks","1","Positif"
"835",4,"good stiching well thick padding for long cycling rides mesh fabric keeps skin cool","1","Positif"
"836",5,"great riding underwear comfy and supports well plan to order  more","1","Positif"
"837",5,"im  tall weight kg waistline   i choose m size its big for m not tight fitted   not sure is small size be better fit","1","Positif"
"838",5,"item was delivered as described and delivery was prompt despite this tough period looking forward to relieve back muscle pain after exercising","1","Positif"
"839",5,"received product as described and delivery was fast it felt good in relieving the muscle tension after exercising","1","Positif"
"840",5,"delivery came in less than a week item was exactly as described tho there were creases on the sides must be from the plastic packaging","1","Positif"
"841",5,"great quality product","1","Positif"
"842",5,"fast delivery even in cb very good quality happy with the purchase","1","Positif"
"843",5,"received the item with good condition and the delivery is fast thanks","1","Positif"
"844",5,"material is good  ","1","Positif"
"845",5,"item received today can feel the softness not yet try anyway thank you seller  ","1","Positif"
"846",5,"i love it and very comfortable material was soft i order more","1","Positif"
"847",5,"received in good condition thank you","1","Positif"
"848",5,"fast delivery good quality gel padding is thick and very soft very comfortable cushion good for longer ride","1","Positif"
"849",5,"the padding look solid and soft","1","Positif"
"850",5,"received hubby is happy","1","Positif"
"851",5,"received ordered a size larger  flash sales may have to try and see","1","Positif"
"852",5,"comes in this cute ziplock bag padding isnt amazing but overall still good for at home use comfy and nice material","1","Positif"
"853",5,"so many times i purchased this items value of money satisfied customers here thanks seller","1","Positif"
"854",5,"buy  pcs hope can fit to my body very fast delivery next will order again","1","Positif"
"855",5,"well received thank you seller for the great deal quality looks great thank you so much","1","Positif"
"856",5,"very good  items very satisfied price is cheaper than other sellers","1","Positif"
"857",5,"thank you seller","1","Positif"
"858",5,"good quality","1","Positif"
"859",5,"delivery took  week quite fast however i feel that the padding of this bra is too weak should use your own padding especially if you have bigger boobs i got lxl and im usually a large m size better size up ","1","Positif"
"860",5,"good quality shown as picture quality very good  bought for my daughter she loves so much","1","Positif"
"861",5,"recieved yesterday and it fits me","1","Positif"
"862",5,"received the items today  the quality is good and it has nice fitting ","1","Positif"
"863",4,"bought three the colours all correspond to the web images its a good stretchy material that is not too thick so it feels very nice when you wear it to work out the only downside is that the removable cups have a weird shape","1","Positif"
"864",5,"received them within a week and the material is really good it was well made and had really good padding highly recommended was a bit small for large chested though","1","Positif"
"865",5,"good quality  so comfortable to wear  im cm  kg fit very well for me","1","Positif"
"866",5,"recieved for the price worth it some white stains in it but  i think can wash off ","1","Positif"
"867",5,"size is correct material quite comfortable with this price no complain nice to wear at home","1","Positif"
"868",5,"quality is damn good and worth for the price thanks seller","1","Positif"
"869",5,"yet to try it on but it looks comfortable not super thickgood quality but good enough for me ","1","Positif"
"870",5,"received","1","Positif"
"871",5,"","1","Positif"
"872",5,"received in good condition","1","Positif"
"873",5,"item received in good conditionthank you","1","Positif"
"874",5,"condition looks okay the gel pads are sewn in the inner part not the outer not tested yet","1","Positif"
"875",5,"great quality and comfortable","1","Positif"
"876",5,"got the item good  second time buying  will support again  thank you","1","Positif"
"877",5,"just nice size","1","Positif"
"878",5,"good quality pads are really spongy and comfortable","1","Positif"
"879",5,"sizing close to chart comfortable material hope the gel part will last and durable against fictions","1","Positif"
"880",5,"ok worth for the money paid havent used yet to see the quality","1","Positif"
"881",5,"good quality product and fast delivery the padding is great comfort while cycling","1","Positif"
"882",5,"consider a nice quality within this pricing will share to my friends","1","Positif"
"883",4,"good qualityi ordered same sizes but it came out different sizescant wear one of those","1","Positif"
"884",5,"i likes the material and color nice","1","Positif"
"885",5,"received on th day super fast  material bit thick love the adjustable strap  thing to note i washed both black  beige bra tgt n u can see the colour stained on beige bra but is due to my own neglience so will order again cos is comforble to wear ","1","Positif"
"886",5,"good quality and cheap price  but cannot fit to xl i order lxl but size is more on m frame only","1","Positif"
"887",5,"i love it good qualitygood price and good service delivery all the best seller thank you","1","Positif"
"888",5,"i find it ok for me delivery guy as usual jt express always the best and responsible service no doubt about itjob well done keep it up ","1","Positif"
"889",5,"quality is so nice i love it it fits me perfectly will order again","1","Positif"
"890",5,"fits perfectly  the colour is darker than the one showed in the picture ","1","Positif"
"891",5,"tried it on  it fits me so well love it the support is amazing  the quality seems very well put considering the price defo will purchase more in the future ","1","Positif"
"892",5,"item received in good condition soft and stretchy materials true to colors good buy ","1","Positif"
"893",5,"good condition and fast delivery thank you seller","1","Positif"
"894",5,"my second purchase i bought all the colours coz im quite satisfied with the product  fit well on me and i use it for daily wear too instead of wearing bra  theyre more comfy for me really worth it with the price thank you so much","1","Positif"
"895",5,"good quality  worth for the price definitely will purchase from this seller again","1","Positif"
"896",5,"the material is very comfortable and the size is just right for me ","1","Positif"
"897",5,"received in good condition for most of it but take note different color may be different size","1","Positif"
"898",5,"came in about a week from ordering fit is okay just that the cup size in too big for a size s","1","Positif"
"899",5," nd time order","1","Positif"
"900",5,"my second time purchasing it it is so comfy","1","Positif"
"901",5,"nice","1","Positif"
